seed	score	exe_time
444	807499	4.7122945000000005
445	839550	4.7221021
446	897444	4.7146052
447	659851	4.7094095
448	667723	4.7132489
449	859764	4.7130419
450	730728	4.7155043
451	858106	4.7135787
452	636348	4.7133304
453	874492	4.7088191
454	851284	4.7150183
455	784268	4.7092225
456	803558	4.7078128
457	642762	4.7053318
458	836245	4.7126971
459	736057	4.7065023
460	782937	4.7112708
461	590117	4.7045168
462	859795	4.7115480000000005
463	758127	4.7124755
464	695606	4.7067436
465	785039	4.7055129
466	763525	4.7066408
467	708720	4.7124505
468	749913	4.7199355
469	559623	4.7071643000000005
470	678307	4.705696
471	772149	4.7163727
472	803260	4.7085128
473	611563	4.7076987
474	677679	4.705817
475	705111	4.7187264
476	801463	4.7127826
477	783578	4.7092927
478	925097	4.7103744
479	816308	4.7093546
480	839089	4.713528
481	704856	4.7107121
482	870522	4.7128475000000005
483	675665	4.7130521000000005
484	791972	4.7074037
485	714050	4.7059489
486	809521	4.7198839
487	752531	4.7112131999999995
488	726297	4.7071662
489	854080	4.7127512
490	896669	4.7116128
491	758598	4.7194646
492	716181	4.7098908999999995
493	705755	4.7094538
494	701601	4.709094
495	716646	4.7137159
496	810175	4.7144397
497	686927	4.7095532
498	672469	4.7131109
499	831382	4.7123536
500	753551	4.7149656
501	718137	4.7292185
502	674889	4.7135627
503	744543	4.72047
504	703281	4.7126004
505	738236	4.7111806000000005
506	780638	4.7138818
507	910097	4.7139429
508	766192	4.7075792
509	705395	4.7074068
510	681138	4.7133262
511	855536	4.7128637
512	856084	4.7098291
513	808019	4.7189394
514	707930	4.7068803
515	743842	4.712329
516	773618	4.717911
517	811758	4.7110925
518	667442	4.7066825
519	727392	4.7147892
520	751818	4.711602
521	627666	4.7044831
522	665575	4.7160498
523	871636	4.7141287
524	769588	4.7081672
525	767437	4.70797
526	662718	4.7064737
527	700600	4.7058787
528	629131	4.7069658
529	818160	4.7159241000000005
530	901243	4.7092406
531	730561	4.7068067
532	725224	4.7072325
533	780452	4.7066582
534	656538	4.71208
535	803485	4.7076937
536	661865	4.7146012
537	897012	4.7233484
538	802644	4.7102531
539	744336	4.7055448
540	553960	4.7262637000000005
541	765905	4.7117854
542	784228	4.7080105
543	574490	4.7180273
544	810984	4.715052
545	650912	4.7135769
546	611825	4.7145919
547	771410	4.711835
548	689083	4.7100840999999996
549	666450	4.7120113
550	713160	4.7106537
551	763231	4.7067485
552	729351	4.717635
553	915376	4.7232859000000005
554	729259	4.7091844
555	617135	4.7084204
556	945120	4.7223879
557	746398	4.7139388
558	607548	4.7120649
559	715117	4.7152137
560	846767	4.7169273
561	826536	4.7168289
562	671506	4.705539
563	729416	4.709035
564	619233	4.7127255
565	727406	4.7092494
566	817675	4.7129557
567	767703	4.7127816
568	662803	4.7081205
569	732124	4.7147865
570	646156	4.7076404
571	582820	4.7057693
572	708645	4.7052451
573	750071	4.7093386
574	862235	4.7148873
575	884376	4.711468
576	767836	4.7063021
577	646253	4.7074044
578	885615	4.7111291
579	708413	4.7062435
580	626265	4.7131543
581	706016	4.7076822
582	720977	4.7077818
583	758398	4.7173345
584	767242	4.7117188
585	743449	4.7152701
586	778997	4.7093596
587	875943	4.7158332000000005
588	717196	4.7053958
589	711942	4.7053602
590	651187	4.7047569
591	690597	4.7051171
592	736302	4.7090495
593	752281	4.7083249
594	789460	4.7071627
595	776634	4.706717
596	914526	4.7111251
597	797879	4.7092030000000005
598	598645	4.7086570000000005
599	803804	4.7080667
600	564340	4.7054949
601	719176	4.7057972
602	840859	4.7136873
603	890374	4.7127692
604	798076	4.7088292
605	718117	4.7122039000000004
606	861794	4.7095345
607	748161	4.7067693
608	887553	4.7094432
609	671359	4.7147644
610	707613	4.7079713000000005
611	865786	4.7093104
612	850348	4.7109756
613	642562	4.7094602000000005
614	836398	4.7101195
615	766916	4.7111235
616	845355	4.7075705
617	712162	4.7068011
618	862411	4.709038
619	726540	4.708256
620	666990	4.7093667
621	962689	4.7090625
622	852326	4.7088153
623	801874	4.7095071
624	648784	4.7116932
625	721379	4.7083789
626	842914	4.7132639
627	763354	4.7151677
628	870229	4.7091393
629	765118	4.7225877
630	705260	4.7095917
631	747398	4.7095979
632	684869	4.7050260999999995
633	894873	4.7125891
634	789458	4.713872
635	681706	4.7069309
636	585729	4.7052042
637	823256	4.7072442
638	859434	4.7097251
639	711904	4.7089076
640	760485	4.7062693
641	678225	4.7070701
642	660800	4.707365
643	757418	4.7067101000000005
644	617966	4.7076116
645	612588	4.708945
646	716457	4.7255207
647	739947	4.7104284
648	679346	4.7102557
649	684790	4.7071017
650	815690	4.7060809
651	693745	4.7057948
652	706072	4.7098633
653	670704	4.7095302
654	846573	4.7182985
655	794127	4.7097874
656	732383	4.7106354
657	859684	4.7085501
658	683908	4.71275
659	660026	4.7161777
660	820203	4.7185683
661	589995	4.7101565
662	657635	4.706646
663	818202	4.7105353
664	759691	4.7191113
665	659640	4.7073757
666	630146	4.7224558000000005
667	627506	4.7085305
668	855101	4.7103647
669	718920	4.7074560000000005
670	880089	4.712563
671	984629	4.7138359
672	603291	4.7101563
673	791450	4.7100686
674	774952	4.7088214
675	778721	4.7093635
676	611542	4.7056267
677	747716	4.7083962
678	996340	4.7160311
679	799432	4.7147799
680	769458	4.7097883
681	885234	4.71227
682	750920	4.7105957
683	839577	4.7084719
684	817952	4.7074718
685	666018	4.7085748
686	775586	4.7096951
687	871801	4.7113319
688	716356	4.705123
689	767226	4.7083582
690	840882	4.7066851
691	768674	4.7109034
692	844317	4.7134652
693	794027	4.710967
694	550644	4.7100234
695	729512	4.7106493
696	702252	4.7102109
697	826303	4.7145069
698	819512	4.7157807
699	709768	4.7131291
700	905269	4.7107545
701	731065	4.7141043
702	641605	4.7043009
703	833301	4.7164004
704	720149	4.7057545
705	735129	4.7132486
706	582460	4.7099851
707	859172	4.7151874
708	870201	4.7201987
709	666564	4.7142305
710	785180	4.7237881999999995
711	783897	4.7100235
712	879980	4.7077785
713	875918	4.7197776000000005
714	726829	4.7111672
715	865203	4.7116226
716	776001	4.7092226
717	764614	4.7109864
718	790440	4.7169211
719	787623	4.7170316
720	745109	4.7132742
721	763808	4.7201347
722	793082	4.7205401
723	790660	4.7127265000000005
724	746151	4.7079989
725	779195	4.7170995
726	613476	4.7106013
727	828806	4.7173034000000005
728	655376	4.7107577
729	852930	4.7244541
730	582940	4.7135465
731	669527	4.7085468
732	763332	4.7096114
733	760882	4.7100634
734	785044	4.7107515
735	734896	4.7126128000000005
736	714675	4.7102929
737	829935	4.7114601
738	843550	4.7097445
739	771006	4.7073783
740	668865	4.7085964
741	854783	4.7072883
742	748084	4.707773
743	742705	4.7088965
744	812429	4.7116501
745	607197	4.7075862
746	725821	4.7126335
747	821892	4.7110184
748	586003	4.7177232
749	605156	4.7041013
750	819738	4.709917
751	723465	4.7059192
752	849412	4.7082396
753	848916	4.7100152
754	543279	4.7098839
755	766812	4.7132855
756	684060	4.7131718
757	756325	4.7117708
758	724005	4.7158931
759	755931	4.7071805
760	780398	4.7059891
761	757055	4.7188648
762	629017	4.7056304
763	561016	4.7064205
764	712454	4.7108311
765	697715	4.7150264
766	677651	4.7073909
767	594572	4.7073351
768	699513	4.707961
769	709316	4.7067688
770	580200	4.7069314
771	807929	4.7108139
772	769848	4.7103032
773	733027	4.71412
774	678252	4.7096531
775	658064	4.705266
776	631080	4.7083039
777	700862	4.7086233
778	854369	4.7121601
779	686864	4.7044337
780	837294	4.7154620000000005
781	771564	4.7068676
782	772458	4.7103798
783	723886	4.7064907
784	748983	4.7159379
785	800484	4.7087708
786	753038	4.7099021
787	864997	4.7097379
788	764820	4.7141526
789	827226	4.7121126
790	844061	4.7116129
791	755737	4.7086291
792	546237	4.704815
793	682885	4.7164652
794	708410	4.7219819
795	598549	4.7069723
796	818902	4.7117307
797	703089	4.7111487
798	668481	4.7060856
799	913294	4.7120192
800	975244	4.7220166
801	654614	4.707117
802	627337	4.7063795
803	705500	4.7078372
804	836205	4.7121167
805	727615	4.7066271
806	727471	4.7079207
807	671129	4.7100666
808	832671	4.7128731
809	810441	4.710124
810	745012	4.7143382
811	760170	4.7096943
812	781758	4.708132
813	793019	4.7107966
814	761746	4.7101528
815	650804	4.7067239
816	658649	4.7061439
817	808126	4.7088178
818	756739	4.7061986000000005
819	653591	4.7076999
820	700547	4.7068069
821	642044	4.7103239
822	645225	4.7052471
823	783104	4.7119388
824	613893	4.7088407
825	656226	4.7057865
826	668327	4.7063434
827	742181	4.7112066
828	694403	4.7071367
829	920482	4.7164475
830	764098	4.7081257
831	927988	4.7131984
832	918244	4.7140437
833	705893	4.7114205
834	882084	4.7193226
835	782477	4.7107381
836	704517	4.7154268
837	591193	4.7088885000000005
838	831056	4.7168477
839	599819	4.7096439
840	680015	4.7144037
841	814030	4.7151963
842	808848	4.7158593
843	547186	4.7103609
844	751214	4.7087682
845	698309	4.7122413000000005
846	801001	4.7081707
847	743295	4.7045738
848	686408	4.7088451
849	727289	4.7060921
850	723908	4.7128024
851	662083	4.7069754
852	711469	4.7097144
853	757821	4.710116
854	652826	4.706633
855	671573	4.7082758
856	759321	4.7105384
857	701768	4.7056511
858	762779	4.7066846
859	612783	4.7091662
860	722455	4.7133134000000005
861	898305	4.710289
862	801971	4.7085581
863	837614	4.7183497
864	806767	4.7080038
865	729077	4.7093334
866	772666	4.7111462
867	582184	4.7222598
868	890124	4.7094332
869	830051	4.7097366
870	860404	4.7127747
871	663323	4.7068273000000005
872	702094	4.7065311
873	678762	4.7196937
874	775994	4.7099053
875	952551	4.7161088
876	695316	4.7128186
877	692617	4.7044265
878	698583	4.7152838
879	817833	4.7072922
880	639192	4.7100297
881	786193	4.7068347
882	726179	4.7050549
883	837276	4.7073319
884	535781	4.7112735
885	749425	4.7134656
886	947874	4.7183529
887	645305	4.7086326
888	767676	4.7106887
889	604949	4.7056562
890	843722	4.7251205
891	798105	4.7124101
892	693867	4.7045697
893	663032	4.7061609
894	738696	4.7098241000000005
895	742196	4.7104
896	695597	4.7077536
897	760714	4.70979
898	891275	4.7083137
899	739643	4.7075192
900	761028	4.7071433
901	799726	4.7120341
902	549829	4.7054145
903	638753	4.7107506
904	573363	4.7114653
905	837150	4.7097849
906	515522	4.7060998000000005
907	690264	4.7084685
908	603794	4.712867
909	864037	4.7133038
910	760499	4.7064595
911	789143	4.708224
912	902930	4.7162310000000005
913	725861	4.7121611
914	686806	4.7079569
915	727776	4.7159552
916	678353	4.7163538
917	856673	4.7242484000000005
918	892775	4.7125992
919	673185	4.711581
920	701339	4.7048351
921	765767	4.7139119
922	828139	4.7189367
923	786755	4.7132682
924	848739	4.7137785
925	835787	4.7085694
926	784762	4.7127228
927	640145	4.7067465
928	773261	4.7138483
929	774120	4.7074265
930	875023	4.7108153
931	787395	4.7069228
932	819579	4.7111546
933	777607	4.7047687
934	701849	4.7064211
935	651930	4.7086993
936	763593	4.7197269
937	864894	4.710246
938	763078	4.706949
939	734882	4.7094801
940	811670	4.7125269
941	580201	4.7041286
942	928352	4.7113421
943	654059	4.7136883
944	698099	4.7071432
945	750725	4.714058
946	851422	4.7107296000000005
947	744354	4.7084464
948	751303	4.7099307
949	721970	4.711831
950	753951	4.7169578
951	721811	4.7057052
952	790964	4.7107043
953	931459	4.718403
954	744330	4.7221798
955	854470	4.7106390000000005
956	909081	4.7160791
957	763497	4.7187329
958	700444	4.7109348
959	624940	4.705438
960	685288	4.7091721
961	726902	4.7103338
962	701112	4.7136902
963	743415	4.7123755
964	679477	4.7109636
965	956096	4.7184579
966	802058	4.7070144
967	584827	4.7044989
968	710685	4.7067858000000005
969	729052	4.7323593
970	773379	4.7075298
971	613066	4.7095981
972	1020124	4.7252598
973	608916	4.7126215
974	806584	4.7099373
975	869421	4.7193771
976	778193	4.7103454
977	680125	4.7090795
978	756653	4.7084067
979	748080	4.7212802
980	619118	4.7058658
981	584702	4.7149897
982	677074	4.7051765
983	777838	4.709446
984	865761	4.7247241
985	814447	4.7079238
986	838618	4.715946
987	732661	4.7074747
988	583993	4.7064799
989	592988	4.7089887
990	706281	4.7049647
991	705773	4.7122405
992	761256	4.708708
993	674931	4.7122869000000005
994	681533	4.708132
995	813305	4.7084841
996	745212	4.7083458
997	793668	4.7149051
998	661519	4.7055631
999	652975	4.7102975
1000	627882	4.7221909
1001	829064	4.7271147
1002	918647	4.7201294
1003	695340	4.7095671
1004	557687	4.7063444
1005	792345	4.7119754
1006	737416	4.7056971
1007	669272	4.7104539
1008	580006	4.7080396
1009	618512	4.7177196
1010	703936	4.7145266
1011	795202	4.7241574
1012	608682	4.7115067
1013	868649	4.7245998
1014	792951	4.7100052
1015	674983	4.7093108
1016	681906	4.7128359
1017	779154	4.711462
1018	762519	4.7099676
1019	795099	4.71585
1020	818255	4.7231416
1021	928160	4.7115179000000005
1022	660471	4.7050882000000005
1023	755459	4.7110858
1024	886514	4.7151242
1025	866545	4.7099803
1026	732436	4.709989
1027	698900	4.7050745
1028	624277	4.7075168000000005
1029	649508	4.7066118
1030	676600	4.7059775
1031	801616	4.7074793
1032	912142	4.71287
1033	642704	4.7038261
1034	681343	4.7091184
1035	588258	4.7052484
1036	717196	4.7082014
1037	734053	4.7081976
1038	794501	4.7144662
1039	649107	4.705933
1040	716837	4.7109339
1041	589013	4.7122637
1042	575197	4.7061002
1043	640856	4.7094292
1044	746666	4.7094265
1045	825222	4.7107935
1046	734551	4.7128745
1047	786058	4.7097902000000005
1048	736065	4.7093826
1049	767346	4.7083031
1050	972425	4.710436
1051	781117	4.7092656999999996
1052	612256	4.7120251
1053	790631	4.7083355000000005
1054	719999	4.7051131
1055	787864	4.7062759
1056	796062	4.7056607
1057	944423	4.7092678
1058	776905	4.7083467
1059	796113	4.7113268
1060	754374	4.7074516
1061	836368	4.7084995
1062	914156	4.7092123
1063	693280	4.7082354
1064	805660	4.7089431
1065	731959	4.7138975
1066	751191	4.7052923
1067	742538	4.707765
1068	790799	4.7080698000000005
1069	788125	4.7065809000000005
1070	722479	4.7081593999999996
1071	643483	4.7059558
1072	686396	4.7054055
1073	882764	4.7161334
1074	771312	4.705246
1075	860503	4.7075587
1076	725737	4.7092059
1077	941170	4.7148795
1078	773947	4.7081883
1079	867926	4.7132524
1080	596206	4.7072757
1081	800755	4.7068539000000005
1082	664206	4.7101641
1083	742285	4.7082227
1084	662574	4.707584
1085	588804	4.711926
1086	801420	4.720326
1087	663921	4.7134227
1088	684608	4.7055654
1089	763359	4.7214444
1090	833770	4.7091859
1091	744389	4.707288
1092	757642	4.7222928
1093	706538	4.7053189
1094	741815	4.7143074
1095	785790	4.7153181
1096	710296	4.7093969
1097	730135	4.7077394
1098	792200	4.7133426
1099	705017	4.7063164
1100	857272	4.7101302
1101	732568	4.7131351
1102	705514	4.7197651
1103	739511	4.7088377
1104	764389	4.7101389000000005
1105	606928	4.7060126
1106	773819	4.7048923
1107	866126	4.7108757
1108	705906	4.7075258
1109	755974	4.7068383
1110	631475	4.7134756
1111	710222	4.7049099000000005
1112	699381	4.7107126
1113	647729	4.7118179
1114	842265	4.712357
1115	694319	4.7101279
1116	796797	4.7091911
1117	770159	4.7075896
1118	751300	4.7094570000000004
1119	940767	4.709557
1120	553372	4.7046818
1121	605304	4.7052518
1122	749901	4.7076401
1123	657261	4.7044788
1124	757868	4.7096041
1125	699493	4.7066653
1126	1000689	4.7134730000000005
1127	756863	4.7064612
1128	604154	4.7082725
1129	666389	4.7060787
1130	637718	4.7064461
1131	884273	4.7082098
1132	725963	4.7095725
1133	872664	4.707755
1134	698630	4.7117093
1135	870921	4.7149119
1136	729366	4.7099559
1137	845249	4.7124005
1138	670823	4.7096737
1139	668146	4.7173
1140	796764	4.7131233
1141	746771	4.7106146
1142	733960	4.7164036
1143	822549	4.715422
1144	828024	4.7082042
1145	773645	4.711426
1146	758657	4.7126171
1147	968191	4.7118413
1148	728435	4.7073105
1149	716127	4.7114324
1150	735446	4.7076791
1151	880285	4.7155696
1152	759206	4.7414804
1153	695591	4.7090183
1154	707184	4.7153346
1155	797396	4.713334
1156	814660	4.7054876
1157	734918	4.711644
1158	716809	4.7068343
1159	690348	4.7070216
1160	747757	4.7080525
1161	821245	4.7147176
1162	829638	4.7091633999999996
1163	738246	4.7093834
1164	867002	4.7130832
1165	743093	4.7272126
1166	727719	4.7137835
1167	659392	4.711962
1168	684378	4.7107102
1169	739133	4.7113012
1170	745697	4.7096823
1171	646216	4.7062383
1172	882497	4.7129565
1173	865364	4.7167559
1174	667420	4.709118
1175	768595	4.7108491
1176	731808	4.7126814
1177	809541	4.7119977
1178	738360	4.7086547
1179	621895	4.7062026
1180	801907	4.7083484
1181	694309	4.7152361
1182	770069	4.7125051
1183	740171	4.7112189
1184	535343	4.7080808
1185	729127	4.7128084
1186	633660	4.7114581
1187	639961	4.7062865
1188	718209	4.7061079
1189	691457	4.7044267
1190	622286	4.7054925
1191	652651	4.7084795
1192	807630	4.7069991
1193	740596	4.7121961
1194	709951	4.7070623000000005
1195	737615	4.7094121
1196	748037	4.7056401
1197	821045	4.7080604
1198	859644	4.7172672
1199	734092	4.7095121
1200	784325	4.7086418000000005
1201	742022	4.7086358
1202	854156	4.7065489
1203	787198	4.7173085
1204	744240	4.7063128
1205	845552	4.7076799000000005
1206	762043	4.7108832
1207	680138	4.706764
1208	672163	4.712446
1209	732783	4.7079434
1210	721552	4.7093842
1211	706604	4.7063206
1212	704762	4.7069118
1213	635446	4.7062286
1214	664752	4.7063114
1215	640311	4.7108135
1216	785705	4.7048253
1217	781811	4.7106879
1218	659760	4.70932
1219	546136	4.7131371
1220	565477	4.7138525
1221	818187	4.7119471
1222	853610	4.7182452
1223	714838	4.7110299
1224	791779	4.7156273
1225	802004	4.7127931
1226	698636	4.7052352
1227	697133	4.7084641000000005
1228	735874	4.7084989
1229	616876	4.7117857
1230	740946	4.7079082
1231	731527	4.7101813
1232	707634	4.7089726
1233	780864	4.7077093
